GeoKey;BillToAddressID;AddressLine1;AddressLine2;City;StateProvinceID;PostalCode;CountryRegionCode;State / Province;Country
AustraliaVictoriaMelbourne3000;12966;5462 Patricia;;Melbourne;77;3000;AU;Victoria;Australia
United StatesCaliforniaNovato94947;12967;8158 Pheasant Court;;Novato;9;94947;US;California;United States
United StatesWashingtonBellingham98225;12968;9610 Moccasin Ct;;Bellingham;79;98225;US;Washington;United States
United StatesCaliforniaCoronado92118;12969;6490 El Camino;;Coronado;9;92118;US;California;United States
United KingdomEnglandNewcastle upon TyneNT20;12970;3594 Vista Del Sol;;Newcastle upon Tyne;14;NT20;GB;England;United Kingdom
United StatesOregonOregon City97045;12971;9440 Oakshire Place;;Oregon City;58;97045;US;Oregon;United States
United KingdomEnglandOxonOX16 8RS;12973;3429 Fourth Street;;Oxon;14;OX16 8RS;GB;England;United Kingdom
United StatesWashingtonBallard98107;12974;3886 Valencia Place;;Ballard;79;98107;US;Washington;United States
CanadaBritish ColumbiaVictoriaV8V;12975;8840 D Crane Ct;;Victoria;7;V8V;CA;British Columbia;Canada
United StatesWashingtonPort Orchard98366;12976;3245 Vista Oak Dr.;;Port Orchard;79;98366;US;Washington;United States
United StatesCaliforniaColma94014;12977;1617 Crossbow Way;;Colma;9;94014;US;California;United States
United KingdomEnglandNewcastle upon TyneNT20;12978;7008 Mines Road;;Newcastle upon Tyne;14;NT20;GB;England;United Kingdom
United StatesOregonBeaverton97005;12979;896 Southdale;;Beaverton;58;97005;US;Oregon;United States
AustraliaNew South WalesGoulburn2580;12980;3585 Holly Oak Dr.;;Goulburn;50;2580;AU;New South Wales;Australia
United StatesOregonLake Oswego97034;12981;5809 Mount Aire Parkway;;Lake Oswego;58;97034;US;Oregon;United States
United StatesCaliforniaLong Beach90802;12982;2685 Blackburn Ct;;Long Beach;9;90802;US;California;United States
United StatesWashingtonSpokane99202;12983;509 Lynwood Drive;;Spokane;79;99202;US;Washington;United States
AustraliaNew South WalesCoffs Harbour2450;12984;1502 Marion Ct.;;Coffs Harbour;50;2450;AU;New South Wales;Australia
United StatesCaliforniaFremont94536;12985;4197 Ironwood Drive;# 1;Fremont;9;94536;US;California;United States
FranceEssonneLes Ulis91940;12986;356, avenue des Laurentides;;Les Ulis;177;91940;FR;Essonne;France
United StatesCaliforniaBerkeley94704;12987;2275 Valley Blvd.;;Berkeley;9;94704;US;California;United States
CanadaBritish ColumbiaCliffsideV8Y 1L1;12988;3788 Gordon Ct.;;Cliffside;7;V8Y 1L1;CA;British Columbia;Canada
FranceYvelineSaint Germain en Laye78100;12989;99, route de Marseille;;Saint Germain en Laye;164;78100;FR;Yveline;France
CanadaBritish ColumbiaOak BayV8P;12990;3302 Trujillo;# 112;Oak Bay;7;V8P;CA;British Columbia;Canada
United KingdomEnglandOxfordOX14 4SE;12991;3753 Shenandoah Drive;;Oxford;14;OX14 4SE;GB;England;United Kingdom
AustraliaVictoriaSouth Melbourne3205;12992;2082 Satin Court;;South Melbourne;77;3205;AU;Victoria;Australia
United StatesWashingtonSedro Woolley98284;12993;3597 Pine St.;;Sedro Woolley;79;98284;US;Washington;United States
United StatesCaliforniaCoronado92118;12994;4838 Second Street;;Coronado;9;92118;US;California;United States
United StatesCaliforniaColma94014;12996;8042 Placer Dr.;;Colma;9;94014;US;California;United States
United StatesCaliforniaDaly City94015;12997;9537 Ridgewood Drive;;Daly City;9;94015;US;California;United States
United StatesCaliforniaWest Covina91791;12998;5652 East View Place;;West Covina;9;91791;US;California;United States
CanadaBritish ColumbiaLangfordV9;12999;7401 Las Palmas;;Langford;7;V9;CA;British Columbia;Canada
United StatesWashingtonEverett98201;13000;3770 Viewpoint Ct;;Everett;79;98201;US;Washington;United States
AustraliaNew South WalesNewcastle2300;13001;4091 Hill Meadow Pl.;;Newcastle;50;2300;AU;New South Wales;Australia
United StatesWashingtonPuyallup98371;13002;8429 East Narrows Drive;;Puyallup;79;98371;US;Washington;United States
AustraliaQueenslandEast Brisbane4169;13003;9860 Brookview Drive;;East Brisbane;64;4169;AU;Queensland;Australia
AustraliaNew South WalesPort Macquarie2444;13004;5051 Teakwood Dr;;Port Macquarie;50;2444;AU;New South Wales;Australia
United StatesOregonBeaverton97005;13005;2119 Little Dr;;Beaverton;58;97005;US;Oregon;United States
United StatesWashingtonBurien98168;13006;9964 North Ridge Drive;;Burien;79;98168;US;Washington;United States
United StatesCaliforniaDowney90241;13007;9497 Candelero Place;;Downey;9;90241;US;California;United States
CanadaBritish ColumbiaPort HammondV6B 3P7;13008;4665 Military Way E.;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
United StatesCaliforniaConcord94519;13009;1828 Robinson Ave.;;Concord;9;94519;US;California;United States
United StatesCaliforniaColma94014;13010;3448 Sun View Terr.;;Colma;9;94014;US;California;United States
AustraliaNew South WalesNorth Sydney2055;13012;4222 San Jose Dr.;;North Sydney;50;2055;AU;New South Wales;Australia
GermanySaarlandStuttgart70511;13013;Waldstr 21;;Stuttgart;70;70511;DE;Saarland;Germany
United StatesCaliforniaBeverly Hills90210;13014;2529 Clear Court;;Beverly Hills;9;90210;US;California;United States
United StatesOregonMilwaukie97222;13015;5225 Harbor View Dr;;Milwaukie;58;97222;US;Oregon;United States
GermanySaarlandSulzbach Taunus66272;13016;Wertheimer Straße 822;;Sulzbach Taunus;70;66272;DE;Saarland;Germany
GermanyBayernIngolstadt85049;13017;Am Grossen Dern 9824;;Ingolstadt;8;85049;DE;Bayern;Germany
GermanyHamburgEssen45001;13018;Heiderplatz 918;;Essen;20;45001;DE;Hamburg;Germany
FranceSeine (Paris)Paris75007;13019;93, impasse Ste-Madeleine;;Paris;161;75007;FR;Seine (Paris);France
United KingdomEnglandWatfordWA3;13020;5092 Crane Court;;Watford;14;WA3;GB;England;United Kingdom
CanadaBritish ColumbiaVancouverV7L 4J4;13021;8296 Glen Court;;Vancouver;7;V7L 4J4;CA;British Columbia;Canada
FranceLoir et CherSaint Ouen41100;13022;345, rue des Grands Champs;;Saint Ouen;127;41100;FR;Loir et Cher;France
United StatesWashingtonTacoma98403;13023;9791 Harvard Court;# 4;Tacoma;79;98403;US;Washington;United States
CanadaBritish ColumbiaRoyal OakV8X;13024;5906 Walnut Place;;Royal Oak;7;V8X;CA;British Columbia;Canada
United StatesCaliforniaFremont94536;13025;7655 Greer Ave;;Fremont;9;94536;US;California;United States
AustraliaNew South WalesLavender Bay2060;13026;2228 Ashford Court;;Lavender Bay;50;2060;AU;New South Wales;Australia
CanadaBritish ColumbiaWestminsterV3L 1E7;13027;4024 Montana;# 113;Westminster;7;V3L 1E7;CA;British Columbia;Canada
AustraliaNew South WalesNorth Ryde2113;13028;7430 Ravenwood;;North Ryde;50;2113;AU;New South Wales;Australia
United StatesCaliforniaGrossmont91941;13029;8683 San Antonio;;Grossmont;9;91941;US;California;United States
United StatesCaliforniaMill Valley94941;13030;9830 May Way;;Mill Valley;9;94941;US;California;United States
CanadaBritish ColumbiaVictoriaV8V;13031;7400 Robinson Street;;Victoria;7;V8V;CA;British Columbia;Canada
GermanyNordrhein-WestfalenLeipzig04139;13032;Bundesallee 4424;;Leipzig;53;4139;DE;Nordrhein-Westfalen;Germany
CanadaBritish ColumbiaPort HammondV6B 3P7;13033;4277 La Cruz;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
United KingdomEnglandLondonW10 6BL;13034;8874 Dallas Drive;;London;14;W10 6BL;GB;England;United Kingdom
United StatesWashingtonSeattle98104;13035;1887 Mt. Diablo St;;Seattle;79;98104;US;Washington;United States
United StatesWashingtonBallard98107;13036;9963 Pacific;;Ballard;79;98107;US;Washington;United States
United KingdomEnglandLondonSW6 SBY;13037;8222 Northridge Road;;London;14;SW6 SBY;GB;England;United Kingdom
United KingdomEnglandLondonEC1R 0DU;13038;7499 Yolanda Circle;;London;14;EC1R 0DU;GB;England;United Kingdom
United StatesOregonBeaverton97005;13039;2288 Gingham Way;;Beaverton;58;97005;US;Oregon;United States
United StatesCaliforniaMill Valley94941;13040;5 Curletto Dr.;;Mill Valley;9;94941;US;California;United States
United KingdomEnglandWest SussexRH15 9UD;13041;2823 Pheasant Court;;West Sussex;14;RH15 9UD;GB;England;United Kingdom
United StatesWashingtonEdmonds98020;13042;8335 West Hook Road;;Edmonds;79;98020;US;Washington;United States
United StatesOregonLake Oswego97034;13043;321 Concerto Circle;;Lake Oswego;58;97034;US;Oregon;United States
CanadaBritish ColumbiaSookeV0;13044;2527 Mohawk Drive;;Sooke;7;V0;CA;British Columbia;Canada
AustraliaNew South WalesSilverwater2264;13045;8306 Sun Tree Lane;;Silverwater;50;2264;AU;New South Wales;Australia
AustraliaVictoriaMelbourne3000;13046;2487 Riverside Drive;;Melbourne;77;3000;AU;Victoria;Australia
United StatesCaliforniaEl Cajon92020;13047;5731 La Mar Ct.;;El Cajon;9;92020;US;California;United States
United StatesCaliforniaEl Cajon92020;13048;7227 Landing Terrace;;El Cajon;9;92020;US;California;United States
AustraliaVictoriaGeelong3220;13049;686 Argonne Drive;;Geelong;77;3220;AU;Victoria;Australia
United StatesWashingtonRenton98055;13050;5091 Laurel Dr.;;Renton;79;98055;US;Washington;United States
GermanyHessenDarmstadt64283;13051;Am Kreuz 4065;;Darmstadt;19;64283;DE;Hessen;Germany
United StatesOregonSalem97301;13052;1459 Placer Dr.;;Salem;58;97301;US;Oregon;United States
GermanyHamburgHamburg20354;13053;Kalkweg 25;;Hamburg;20;20354;DE;Hamburg;Germany
AustraliaQueenslandHervey Bay4655;13054;1977 Sun Rise Drive;;Hervey Bay;64;4655;AU;Queensland;Australia
United StatesCaliforniaLong Beach90802;13055;2741 Orangewood Dr.;;Long Beach;9;90802;US;California;United States
United KingdomEnglandLondonW1V 5RN;13056;7859 Green Valley Road;;London;14;W1V 5RN;GB;England;United Kingdom
United StatesWashingtonWalla Walla99362;13057;7654 Heather Pl.;;Walla Walla;79;99362;US;Washington;United States
United StatesOregonLebanon97355;13058;7186 View Dr.;;Lebanon;58;97355;US;Oregon;United States
United StatesCaliforniaLos Angeles90012;13059;2354 Frame Ln.;;Los Angeles;9;90012;US;California;United States
United StatesCaliforniaDowney90241;13060;2141 Delaware Ct.;;Downey;9;90241;US;California;United States
AustraliaTasmaniaHobart7001;13061;9218 Old Mt. View Drive;;Hobart;71;7001;AU;Tasmania;Australia
United KingdomEnglandLondonW1X3SE;13062;3704 Panoramic Drive;;London;14;W1X3SE;GB;England;United Kingdom
United StatesOregonBeaverton97005;13063;3880 95th St.;;Beaverton;58;97005;US;Oregon;United States
United StatesCaliforniaBurlingame94010;13064;9996 Solano Drive;;Burlingame;9;94010;US;California;United States
AustraliaNew South WalesMatraville2036;13065;8521 Knewal Rd;;Matraville;50;2036;AU;New South Wales;Australia
United KingdomEnglandYorkYO15;13066;782 West Way;;York;14;YO15;GB;England;United Kingdom
United StatesCaliforniaWest Covina91791;13067;2 Fall Creek Road;;West Covina;9;91791;US;California;United States
United StatesCaliforniaSanta Monica90401;13068;259 True Drive;;Santa Monica;9;90401;US;California;United States
United StatesCaliforniaSpring Valley91977;13069;1246 Newport Drive;;Spring Valley;9;91977;US;California;United States
CanadaBritish ColumbiaMetchosinV9;13071;1540 St. Raphael Drive;;Metchosin;7;V9;CA;British Columbia;Canada
FranceYvelineVersailles78000;13072;2781 Cresent Dr.;;Versailles;164;78000;FR;Yveline;France
GermanyNordrhein-WestfalenSolingen42651;13073;Postfach 2 66 66;;Solingen;53;42651;DE;Nordrhein-Westfalen;Germany
United StatesCaliforniaLakewood90712;13074;5985 Bouncing Road;;Lakewood;9;90712;US;California;United States
AustraliaNew South WalesLane Cove1597;13075;8309 Colonial Way;;Lane Cove;50;1597;AU;New South Wales;Australia
United StatesCaliforniaBellflower90706;13076;7481 Crown Ct.;;Bellflower;9;90706;US;California;United States
GermanyHessenBerlin14129;13077;Alte Landstr 991;;Berlin;19;14129;DE;Hessen;Germany
United StatesCaliforniaNovato94947;13078;3595 Santa Fe;;Novato;9;94947;US;California;United States
United StatesWashingtonSeattle98104;13079;081, boulevard du Montparnasse;;Seattle;79;98104;US;Washington;United States
FranceYvelineVersailles78000;13080;11, rue Descartes;;Versailles;164;78000;FR;Yveline;France
GermanyHessenDarmstadt64283;13081;Am Karlshof 6883;;Darmstadt;19;64283;DE;Hessen;Germany
GermanyNordrhein-WestfalenWerne59368;13082;Heideweg 1442;;Werne;53;59368;DE;Nordrhein-Westfalen;Germany
CanadaBritish ColumbiaMetchosinV9;13083;5615 Rock Oak Road;;Metchosin;7;V9;CA;British Columbia;Canada
AustraliaVictoriaMelbourne3000;13084;275 South Ranchford Ct;;Melbourne;77;3000;AU;Victoria;Australia
United KingdomEnglandLondonEC1R 0DU;13085;7611 Kim Court;;London;14;EC1R 0DU;GB;England;United Kingdom
United StatesOregonPortland97205;13086;6897 Pome Court;;Portland;58;97205;US;Oregon;United States
CanadaBritish ColumbiaPort HammondV6B 3P7;13087;1811 Cashew Lane;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
AustraliaQueenslandTownsville4810;13088;135 Grant Street;;Townsville;64;4810;AU;Queensland;Australia
United StatesWashingtonMarysville98270;13089;1343 Prospect St;;Marysville;79;98270;US;Washington;United States
United StatesCaliforniaImperial Beach91932;13090;6510 Hacienda Drive;;Imperial Beach;9;91932;US;California;United States
AustraliaNew South WalesCoffs Harbour2450;13091;1288 Vista Del Rio;;Coffs Harbour;50;2450;AU;New South Wales;Australia
GermanyBayernIngolstadt85049;13092;Am Karlshof 75;;Ingolstadt;8;85049;DE;Bayern;Germany
United StatesOregonOregon City97045;13093;6296 Elmonte Drive;;Oregon City;58;97045;US;Oregon;United States
GermanySaarlandSulzbach Taunus66272;13094;Zeiter Weg 2264;;Sulzbach Taunus;70;66272;DE;Saarland;Germany
United StatesWashingtonYakima98901;13095;7070 W. Watson Court;;Yakima;79;98901;US;Washington;United States
GermanySaarlandOffenbach63009;13096;Herzogstr 5772;;Offenbach;70;63009;DE;Saarland;Germany
United StatesCaliforniaGlendale91203;13097;5402 Panorama Drive;;Glendale;9;91203;US;California;United States
United StatesWashingtonBellingham98225;13098;2279 Pineview Lane;;Bellingham;79;98225;US;Washington;United States
United KingdomEnglandNewcastle upon TyneNT20;13099;7644 Browning Place;;Newcastle upon Tyne;14;NT20;GB;England;United Kingdom
United StatesCaliforniaSan Diego92102;13100;8352 Turning View Cricle Drive;;San Diego;9;92102;US;California;United States
GermanyNordrhein-WestfalenSolingen42651;13101;Postenweg 4642;;Solingen;53;42651;DE;Nordrhein-Westfalen;Germany
FranceSeine Saint DenisTremblay-en-France93290;13102;70, rue de l´Esplanade;;Tremblay-en-France;179;93290;FR;Seine Saint Denis;France
AustraliaNew South WalesGoulburn2580;13103;4010 Willow Pass Road;;Goulburn;50;2580;AU;New South Wales;Australia
United StatesCaliforniaDowney90241;13104;6937 E. 42nd Street;;Downey;9;90241;US;California;United States
GermanyHamburgBerlin14111;13105;Kurfürstenstr 5094;;Berlin;20;14111;DE;Hamburg;Germany
United StatesWashingtonEverett98201;13107;4293 Concord Ct.;;Everett;79;98201;US;Washington;United States
GermanyNordrhein-WestfalenBottrop46236;13108;Klara Straße 8463;;Bottrop;53;46236;DE;Nordrhein-Westfalen;Germany
United StatesOregonOregon City97045;13109;7751 Lunar Lane;;Oregon City;58;97045;US;Oregon;United States
United StatesCaliforniaDaly City94015;13110;2157 Clark Creek Lane;;Daly City;9;94015;US;California;United States
United StatesWashingtonWalla Walla99362;13111;5869 Heights Avenue;;Walla Walla;79;99362;US;Washington;United States
United StatesCaliforniaColma94014;13112;3356 Eastgate Ave.;;Colma;9;94014;US;California;United States
United StatesCaliforniaImperial Beach91932;13113;529 Leewood Place;;Imperial Beach;9;91932;US;California;United States
AustraliaQueenslandEast Brisbane4169;13114;9494 Buena Vista;;East Brisbane;64;4169;AU;Queensland;Australia
United KingdomEnglandKirkbyKB9;13115;7151 Corte Bonita;;Kirkby;14;KB9;GB;England;United Kingdom
GermanySaarlandSaarbrücken66001;13116;Wasserstr 64;;Saarbrücken;70;66001;DE;Saarland;Germany
GermanyNordrhein-WestfalenMünchen80074;13117;Pascalstr 756;;München;53;80074;DE;Nordrhein-Westfalen;Germany
GermanySaarlandBerlin14197;13118;Viktoria-Luise-Platz 473;Verkaufsabteilung;Berlin;70;14197;DE;Saarland;Germany
AustraliaTasmaniaHobart7001;13119;2515 Beauty St;;Hobart;71;7001;AU;Tasmania;Australia
United StatesCaliforniaLos Angeles90012;13120;4720 Black Pine Lane;;Los Angeles;9;90012;US;California;United States
FranceSeine Saint DenisBobigny93000;13121;311, rue Villedo;;Bobigny;179;93000;FR;Seine Saint Denis;France
AustraliaTasmaniaHobart7001;13122;9568 Gold Crest Ct.;;Hobart;71;7001;AU;Tasmania;Australia
CanadaBritish ColumbiaNewtonV2M1P1;13123;1597 Vista Del Sol;;Newton;7;V2M1P1;CA;British Columbia;Canada
FranceNordDunkerque59140;13124;511, rue Villedo;;Dunkerque;145;59140;FR;Nord;France
United StatesWashingtonEverett98201;13125;9206 West Rd.;;Everett;79;98201;US;Washington;United States
United StatesWashingtonEdmonds98020;13126;7284 Adobe Dr.;;Edmonds;79;98020;US;Washington;United States
United StatesOregonBeaverton97005;13127;9903 East Lane;;Beaverton;58;97005;US;Oregon;United States
FranceYvelineSaint Germain en Laye78100;13130;215, avenue de la Gare;;Saint Germain en Laye;164;78100;FR;Yveline;France
FranceNordCroix59170;13131;6, rue des Vendangeurs;;Croix;145;59170;FR;Nord;France
CanadaBritish ColumbiaPort HammondV6B 3P7;13132;3244 E Eagle Peak Rd.;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
FranceEssonneLes Ulis91940;13133;219, rue Descartes;;Les Ulis;177;91940;FR;Essonne;France
United StatesCaliforniaChula Vista91910;13134;6448 Castle Court;;Chula Vista;9;91910;US;California;United States
United KingdomEnglandLondonSE1 8HL;13135;5278 Tanager Court;;London;14;SE1 8HL;GB;England;United Kingdom
United StatesCaliforniaChula Vista91910;13136;7943 Walnut Ave;;Chula Vista;9;91910;US;California;United States
FranceYvelineChatou78400;13137;26, rue de l´Esplanade;;Chatou;164;78400;FR;Yveline;France
United StatesOregonCorvallis97330;13138;7 Churchill Dr.;;Corvallis;58;97330;US;Oregon;United States
AustraliaTasmaniaHobart7001;13139;476 Bay Drive;;Hobart;71;7001;AU;Tasmania;Australia
AustraliaQueenslandTownsville4810;13140;7725 Camel Pl.;;Townsville;64;4810;AU;Queensland;Australia
